"","subjName","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25"
"459","yerdqkj","27p07","0.384","u","b31","-0.4278","rih8","-0.86945","u","0.08612","jm08","0.03612","-0.24303","t820","3b9","2.14896","ub1xc","-0.10331","77z2","1.04482","2n","2g5","ag6","9f3"," ","72t"
"460","vbhxprd","78e6p","0.44201","0.19171","xb1","0.29634","840l","-0.35953","0.02223","0.40194","550z","1.09254","1.36902","."," ","1.15224","v54bw","-0.3407","8w49","-0.02805","51","14l","a4j","15j","-0.43708","6d2"
"461","bfdiwqx","2kq9a","-0.19216","1.24909","e38","1.90151","6p3v","-1.7253","-0.24123","-0.76957","49n2","0.27071","0.58788","k96g","m44","0.89068","6mpe4","1.32491","h3a6","0.60207","9z","wxv","469","6ha","0.30289","8w3"
"462","kpdfony","846z7","-1.40082",".","6sn","-2.79901","laq9","-0.93494","0.21787","-2.0836","00ki","-0.63851","-0.86383","r","ul0","-1.21332","o5i07","-2.50848","c0vo","0.46178","pb","137","o8l","16h","0.14275","gv8"
"463","oypgbsi","cv7uo","0.48537","-1.15302","du2","-1.65965","n1t4","-1.69335","-0.43515","-1.5268","930j","-2.79566","-0.83089","2f18","2rm","-0.8607","849uj"," ","31ik","0.55153","5x","gt3","57g","187","-2.02117","ow1"
"464","eodqsyz","bf981","-0.65156","-0.12898","d53","0.77999","h93o","-0.10109","0.18938","-1.26735","z8dc","-1.72224","-1.07607","21z4","35j",".","9ebjm","-1.17037","371v"," ","wr","j0s","we0","6n4","-1.81393","ad9"
"465","mdslzkb","25l12","-1.75006","-0.7673","0s6","0.42165","68bu"," ","-1.04312","0.82018","qe60","-0.71789","-0.00325","02gy","62l","-1.34784","09gj7","-0.97977","x085","-1.10464","9i","0c4","n","09p","-0.74444","q70"
"466","ugznxry","vm41r","-1.10097","-1.22244","cmi","-0.68188","5692","-1.39834","-1.22657","-1.17381","l53a","-0.09691","0.60163","321l","54d","-1.20225","6xe2h","-0.56408","3nqc","-1.70149","zb",".","fme","vdx","-0.29307","l9f"
"467","onfpcev","g9e29","0.04154","1.1152","s96","1.09647","7x6n","-0.97719","e","-0.62308","3u23","0.60141","-0.43537","1823","0k7","1.24571","f26v4","-0.07289","3w53","-0.09257","55","9hu","6f3","x84","0.65111","2o7"
"468","ypuhjbl","52l8i",".","1.20514","edq","0.41539","4t57","-1.3272"," ","c","jt3w","1.05542","-1.51458","v4zy","kxv","2.17568","2z52h","0.00812","1j20","0.80691","y3","8i1","w14","h74","0.82915"," "
"469","rovslnp","s73t9","0.34229","-0.24296","npv"," ","3p9f","1.1886","1.50583","0.70026","7b0n","0.45414","0.27464","cv52","q16","0.33845","33c96","-0.09193","544j","0.92537","x","922","531","9hg","1.13139","0ak"
"470","kxlwjqg","4b8x5","1.66161","-0.83722","o28","1.26336","85nt","-0.40055","-1.20669","-0.49461","5hp6","-1.51842","-1.30887","7990","038","0.336","j1aw1","i","711z","0.50555","3f","h76","1r3","kni","0.95057","9hk"
"471","sovmxen","cb8ml","0.42741","0.31978","4k7","-0.88232","0u3y","1.16983"," ","0.61211","379m","1.17057","-1.36419","a80k","22l","-0.66033","5x2t6","-1.94961","g2sd","-0.40462","56","4im","2t4","xql","0.45116","8v6"
"472","ewgtlpj","32da7","1.87317","t","ba0","-0.45223","g663","1.87082","2.00221","3.16862","203i","0.43809","1.28003","35z4","q8f"," ","kh5b7","0.60804","e569"," ","3v","adh","004","6d3","1.74734","jpu"
"473","vqfpdgw","776rp","0.03283","-1.43551","77j","-0.29605","s46c","0.06023","-1.31906","-0.50996","6uvx","-0.04055"," ","m4w9","r64","-1.25595","elqp7","-1.28147","92e1","0.15854","06","206","3b9","4bi","-0.86854","28y"
"474","fevnicj","0u8j9","0.17979","-0.25904","q19","0.66921","2k0f",".","0.15478"," ","149a","0.18101","0.73064","s92t","275","0.01628","l1s88","-0.12456","6xu7","-0.40284","0r","q42","597","5db","0.90244","318"
"475","ndclbkg","suz95","1.0349","0.61866","s82","-0.39833","1tn0","-1.2477","-0.00814","0.04392","29f4","1.70249","1.14152","oz8y","m58","0.1102","561wf","0.611","by75","0.29601","y6","369","0mg","500","-0.07729","4p8"
"476","usvibdo","1b8f7","-1.00503","-0.79538","7fi","-0.65645","2p65","-1.30098","-0.98374","-0.77979","yg98","-1.52891","0.24955","4c5w","s56","0.49839","gc6ko","-1.44114","79y5","-0.31347","04","g80","m31","93r","-0.25709","i67"
"477","apxelqr","98lz4","1.30323","0.03713","36w","0.73543","nr71","1.35298","2.19085","0.43116","d87v","1.03838","0.66097","p525","184","-0.78743","0ua93","2.14039","n","-0.50154","9e","m4z","647"," ","-0.45413","li7"
"478","lxhapgf","6bqk2","0.52497","-0.93248","4zr","0.56958","bgl0","1.38494","l","1.23232","rwch","-0.74115","0.73116","l4ce","99f","0.67991","58qm6","0.76391","r4fo","-0.64043","s9","9ar","e94","9g5","0.68424","l26"
"479","yawuist","5d2be","0.74908","-2.91537","6ng","u","7ch3","0.42568","-0.31921","-0.24008","lo22","-0.61735","-0.46842","9kwg","475"," ","82dr9","-1.55788","2370","-0.32283","9i","31u","qm7","770","-0.62638","7tk"
"480","dgsabwv",".","-1.26693","-0.13802","258","-2.43232","8pr6","-0.30956","0.29629","-1.0521","759w","-1.44034","-1.11469","1jv3","739","-1.23229","wrsl8","-0.70356","9n2e","0.10447","43","562","i57","fs2","-1.39707","4cs"
"481","ngcqdrl",".","1.49337","-2.48497","05b","-0.78863","n5ht","0.8084","-1.38775","-0.21962","5971","-0.63464","1.08533","425r","064","0.0044","8r538","-0.6348","fxdg","0.25189","pu","vx8","1jm","74g","o","sw0"
"482","tqvjlpu","f4iwl","i","-0.61091","8f6","0.14845","t2uh","0.66681","0.17687","-0.66101","15n2","0.69293",".","0t8m","r8h","-0.26245","j2wz4","0.0303","d79q","-0.35212","s6","01k","9q7"," ","-0.32104","u69"
"483","swimzyl","w8y2l","1.62063","1.25812","75o","0.57032","melb","0.61317","0.61184","0.32463","803p","-0.18012","1.25219","078c","4e5","0.82667","v59p0",".","ihw7","-0.87694","i4","84m","14m","x7e","2.16916","xpy"
"484","cbfkpze",".","-1.16531","0.38073","je3","-1.00743","0814","-0.68861","-0.54692","-1.086","s4uy","-1.88012","0.43049","i3cu","1qf","-1.09328","7h906","-1.07408","f2xg","-0.05056","g2","oz7","6aw","52s","-0.03975","6i7"
"485","kgzmfop","b75gp","-2.16134","-1.40843","355","-1.40463","l9a0","-1.27927","0.25959","0.43571","oape","0.57354","-0.13665","vs74","6r7","-0.41319","aune0","-1.29005","1t4o","0.56398","9s","842","5t3",".","-1.0197","36n"
"486","kbqyias","h24zx","-0.40254","0.1368","4q0","1.29519",".","-1.16998","0.22612","-1.08042","7w5a","-0.12522","x","g5s4","f2e","0.10364","no765","1.48864","7e56","0.14825","w3","t","97h","8kp","-0.38716","8pb"
"487","yzfdmau","0s49b","-0.25161","-1.20127","1a9","-0.4734","6lif","-0.45277","q","1.1278","2540","-0.26217","-0.22617","u83b","gj8","-0.08682","v17x9","1.12901","z185","-0.94934","28","k3o","yzx"," ","0.01687","t30"
"488","hbetulc","0mp96","-1.01321","-0.21014","n43","1.0449","131v","-1.37866","-0.3856","0.29416","9180","-1.58065","-1.34005","8cr5","n47","-0.37507","olt56","-0.88814","kb8l","-1.19968","w4","8z8","t4e","5lr","0.12486"," "
"489","djzblet","ro59i","-1.25632","-0.50304","48d","-1.89089","78q6","-2.16838","-2.56873","-0.65485","9l3m","-0.1276","-0.4932"," ","6uk","-0.95645","zyh5w","-1.1414","5jd7","-2.28135","04","471","zm7","30u","-0.673","iby"
"490","qjkyfzw","tsz23","1.38853","0.76751","451","-1.253","mfn9","1.2832","0.14627","0.64749","ha26","-0.80969","0.26029","53x9","887","-0.97704","5s338","1.22364","45j4","0.82465","b1","76y","aeh","792","0.88905","qnm"
"491","inlhjvb","89di9","-2.15088","-0.83025","qu2","-1.42122","9gb0",".","1.24528","1.56045","0715","-1.17941","-0.18941","m9l5","sw8","-1.02714","3lahm","-1.92036","87qa","-1.00208","n1","h29","205","sxw","0.82869","b1g"
"492","nqlfoth","uq586","0.33112","-0.83227","221","0.42213","14a0","0.95993","-0.21942","t","7695","-1.18901","-0.32223","392x","o71","-2.4189","4p6g4","-0.6321","9s3m","1.2098","q1","70b","05v","o5e","-0.76407","w1q"
"493","wreambl","i6509","-1.34686","0.62803","a44","-0.78929","9d08","-0.50095","-0.84644","0.63726","0msa","-0.75755","0.69557","463s","8hu","-1.1693","rt185","-0.41226","fux0"," ","72","491","56q",".","-0.61576","563"
"494","zqtoxdc","t623v","0.56894","z","h1r"," ","9a88","-1.50392","0.39902","-1.83074","7l78","-0.35079","1.57122","9927","825","0.59746","72km8","-0.35632","x25n","1.28259","0r","i8l","rzx","721","-1.20186","5cw"
"495","vkcwlsn","3571x","-0.14941","-0.35488","8v5","0.28891",".","0.50232","1.05691","-0.44614","721t","b","1.45088","tx2r","212","0.37381","86c02","1.13991","u133","-0.14179","t2","66n","mwf","26t","-0.64356","t6p"
"496","syrbdoe","i7c5p","-0.07553","-2.88028","5q7","-0.05888","n264","-0.46168","0.88084","0.3146","4c13","0.4684","0.88823","4t79","968","-1.42091","6j5xq","-0.07723","370q","0.41037","gt","02j","clj","903","-0.3938","4h6"
"497","xzjpuon","06av5","1.06347","0.07626","q42","-1.08285","6ciw","-0.80439","-0.40862","0.42431","7no8","-0.28702","-0.34101","7sa2","i10","-1.5075","pr429","0.37347","6ui9","0.50438","uf","0y4","11t","0z4","-0.11887","prt"
"498","jaqwlcf","5a91o","-0.36455","-0.34663","i","0.36241","806a","0.71702"," ","1.00407","6u48","1.43247","-0.09968","w188","358","0.84579","b","-0.72453","0l39","-1.17683","z6","2tk","htg","lqo","0.11148","j7n"
"499","hqtklvx","8tym0","1.20206","0.31323","958","-0.88914","0ke8","1.3285","2.2365","0.47506","9w56","-0.52307","2.48869","53hx","61i","-0.7626","w88c9","-0.41131","637k","-0.00893","4p","0nr","n0g","8f1","1.38402","8s9"
"500","ojpmnhg","2z376","0.27135","0.17209","d69","-0.82017","w9aq","0.71846","0.03592","-0.0469","qog2","0.54727","0.18288","h51m","7o5","0.60845","l","-0.1951","9478","0.46252","e1","761"," ","236","1.30157","a2v"
"501","lsbnfdk","s","0.84339","1.0915","zx7","1.59053","5939","-0.04965","0.78242","0.30549","k9y3","0.96238","1.14862"," ","q","1.094","ri52s","2.28551","ib4z","-0.01081","7f","142","2du","x","0.53404","0fp"
"502","rnvlxgw","4r8iz","1.11715","0.42917","6r9","r","h7ot","0.08002","1.14146","1.90859","ajn8","0.06196","-1.09042",".","98i","1.09508","1y31x","1.02638","532l","2.34973","g8","owr","8s4","v3w","1.21157","282"
"503","lyzpaug","46133","-1.18605","-1.81461","195","-0.66273","6r04","-0.65747","-0.09848","-1.65057","wdz9","l","1.60222","uh9p","59s"," ","1c1j7","-0.55197","y","0.2416","eq","h13","0hw","rjh"," ","52o"
"504","zsihejv","s0z36","0.83008","1.67012","o","-0.80987","o6sq","0.28516","0.52076"," ","uc82","0.42863","1.61039","e99s","gx0","z","20be0","1.03262","r","0.40766","t0","8c8","yb4","mda","0.2986","w70"
"505","xnkhdvo","7627n","-0.4945","-1.19565","003","0.80719","sw0o","1.88251","1.86303","0.32761","5029","1.89064","2.03521","w176","97v","-1.15133","61q97","1.61944","78m1","-1.65745","fs",".","rpx"," ","0.43491","9ct"
"506","kepobst","8zn99","1.60638","f"," ","-0.20345","ar48","1.58738","1.70212","-0.57256"," ","1.36673","-0.42052","5i66","y72","-0.00831","vh4w1","1.28918","kwb4","-0.40819","79","j","152","z5q","0.73918","i3n"
"507","wqfhbkl","35l84","-0.58427","-0.76388","v6z","-2.00219","1595","-0.49304","0.22529","-0.11476","4mo1","0.3162","1.62017","i99t","3j5","-1.55791","9ih50","-0.70335","0frc","c","9e"," ","6xi","uv3","-0.10083","5v0"
"508","tzkrfam","19k2t","0.57798","-0.77567","14f","0.58153","160n","0.4098","0.37586","-1.89683","3r9z","-1.24663","0.38541","m3e9","5ph",".","eha5s","-0.32875","go9v","0.09825","11","s30","flc","5me","-1.20259","73u"
"509","eayqpgm","s06v5","-0.59239","-0.31522","fvg","0.07987","9y98","-1.23954","0.34318","-1.26605","s26x","-0.91172","1.07818","8n81","kju","-0.64099","7q3s1","-1.25567","djl4","-1.18166","43","th6","n08","q9h","0.06289","g"
"510","ygjrbqe","z0gt6","-0.43159","l","852","-0.1271"," ","-1.2026","-0.0347","0.11111","4tad","0.74484","0.79735",".","t1q","0.33166","t073j","-0.74445"," ","0.64009","uo","77f","8t4"," ","-0.06679","9pb"
"511","tokbwsa","8e03i","-1.25383","-0.91165","n4u","-0.78605","82o0","-0.74314","-0.9146","0.43798","kmq5","-1.04609","-0.9239","50p8","hdc","-1.23543","7phvb","-0.89171","0ly4","-0.26686","d7","8ol","buo","1q2","-0.1481","06o"
"512","aomhtgi","kidl6","-0.35739","1.07917","c17","-1.58043","582f","0.14836","0.48556","-0.93213","1ul5","0.02935"," ","6o7z","s76","0.57358","n71h3","-0.41509","6r85","0.92471","2a","50f","n64","cy3","-0.16607","603"
"513","wfcyenk","38362","1.44704","0.08207","97k","0.90351","0k19","-1.23037","0.07634","0.69073","p","0.49781","0.01487","jag6","81i","0.24234","295vu","k","1lov","-0.74774","00","elc","yk0","tu2","1.66456","hp8"
"514","zxulpok","7x006","-1.33847","1.87731","tpo","-0.88353","tvd9","-1.71359","0.67418","-0.81537","l92o","-0.9833","-0.22367","h2b7","9n7","-0.67132","7tjfi","-1.62269","968s","0.45477","0k","9s7","h74","813","-0.25757","690"
"515","sxhcokq","xe2qm","0.33692","-1.19623",".","-0.33836","40ge","0.27809","-1.29506","-2.37356","30sq","-1.06543","-0.60926","3md6","22n","0.25644","e6sl5","-1.90955","29cx","0.67494","6k","9j9","a0p","tw9","-1.34185","4p8"
"516","rdvipel","67n86","-1.783","d","equ","-0.76713","1733","-0.96343","-0.37369","1.14766","ndb4","-2.10983","-0.80159","7mqt","w","-1.05726","7fd49","-0.83807","3kef",".","36","f35","4ow","336","0.70599","i0y"
"517","uafgmlx"," ","1.69033","0.41762","jd3","-0.47626","1720","-0.70012"," ","1.03213","913j","0.70966","-0.18876","g80h","h0q"," ","51g9n","-0.02103","81l3","2.36868","s4","h3g","wkj","i95","0.26235","889"
"518","orycaig","88t05","1.81035","1.27018","mlu","0.31943","w129","1.71095","1.69606","0.54437","3813","0.77433","0.67353","39yd","99m","0.18082","y00kr"," ","j3o1","1.45029","wv","bw1","ulr","8c9","0.50906","82s"
"519","vzwilqj","1gy27","-0.1843","-0.91675","2x1","0.78743","uh3n","-0.43729","0.21806","0.05159","29o3","-0.16011","-0.00972","v376","ys2","-1.00561","zbvn9","1.29643","5u8y","-0.75972","2v","6mk","7v3","j3x","1.07777","ubo"
"520","imhdxoz","844m7","0.1226","0.54798","98z","0.20092","03y7","0.5531","g","1.55842"," ","0.32289","0.5826","x6a7","082","1.52685","w3qpc","-0.3211","27xw","1.17902","96","n90","k09","09v","1.48324"," "
"521","nixajuy","h3t5v","2.60342","0.46582","538","0.13419"," ","-0.06091","-0.01698","1.1838","6w4h","0.49946","-0.35008","0z6i","q27","1.98714","51w82","0.47538","76j9","1.18872","h0","s29","o58","pz1","1.36117","pu8"
"522","izdegmx","0r76o","-0.37081","0.38515","sdi","-0.19019","7m71","-0.33488","-0.93916","-1.40572","9392","0.50414","-0.55382","7rh6","17a","-0.44269","bukm2","-0.38212","041k","1.57776","a","84e","187","88n","-0.56138"," "
"523","prqfzcy","4q8d0","-0.49783","-0.51397","k00","0.1487","7z9d","1.5056","-0.11911","1.65416","n26z","0.02549","-0.54089","20us","5r0","-0.59648","766nu","-1.62454","6076","-0.56234","9s","19x","db7","c1l","1.60391","942"
"524","rgdmujp","3khql","0.4159","0.78662","6v9","0.47339","twqv","-0.42507","-0.097","-0.07109","321j","-0.20452","-0.35097","f321","52f","-0.51595","7hmy6","1.87963",".","-1.11139","d8","cup","2e6","9nk","0.69057","v52"
"525","xjeibnq","j","1.59616","1.11433","b35","-0.41669"," ","0.6164","1.52999","-0.44775","0b7g",".","0.62245","r09i","uhr","0.07371","89l6f","0.59345","q6x5","1.61206",".","05h","8zy","941","0.04752","91m"
"526","nyzqvei","h6icf","0.24781","-1.04274","zw9","-1.05965","e9m6","-0.73955","-1.89526","-0.3354","8114","0.50942","-0.97563"," ","i90","-0.33933","o","-1.741","8o67","-0.95568","28","9pe","ip7","n09","-1.18259","z2c"
"527","vdmnlba","823ub","1.887","1.99027","551",".","271o"," ","-0.29248","0.29223","8w12","1.52899","-0.26746","cp91","3c1","1.12307","5c2ju","0.71238","xb3y","0.0966","2w","z3i","xgy","lut","2.3872","pw0"
"528","amkirxy","4me7f","0.2499","0.12402","9ap","0.22297","1r63","1.37692","1.65655",".","4k8z","-0.19507","0.15413","n77b","059","0.01828","31q3t","p","giw8","2.19453","x7","j9z","007","1ao","0.38218","267"
"529","lunyqsm","pxz03","-0.13678","0.74533","5db","-0.06365","091a","0.49668","-1.55413","-1.93451","g08t","-0.05888","-1.11751","15l3","s17","0.67457","et284","-0.38052","kl4o","-1.96204","q8","ji2","0v8","w","-1.03597","385"
"530","nkbzfrt","m7o2t","-0.75466","-0.05821","yt1","0.49101","8uv2","-0.44831","0.32538","-1.26996",".","0.96242","0.68427","39o9","6bj","-0.61037","l7s6x","-0.0447","bpq8","-0.73486","3s","49a","90r","mg3","-0.52457","z4c"
"531","wzlnoxs","18b69","-0.00162","-1.08698","y5u","0.89829","te87","0.06583","0.07282","2.29818","20b0","0.40659","-0.79474","y","48c","z","lz0rw",".","1o7l","-0.14035","vx","47a","41b","l8p","-0.72718","5k4"
"532","uvkleqi","kc6n9","0.1179","-1.12783","803","1.30647","9k3h","0.00692","-0.98464","-0.20549","r75e","-0.21209","-0.72889","0vr4","sv9","-0.01676","i87r5","0.30065","0642","-0.84449","8y","179","f13","91s","w"," "
"533","owsevid","orj9l","0.42676","-0.93566","0ly","1.00007","ev67","0.45369","-0.86449","-0.31518","q286","-0.31733","-0.94332","16wc","sot","-0.28625","1l19o","n","g2x9","0.01774","6z","237","9hb","p87","0.96795"," "
"534","wsrudqp","mvkch","-0.56906","-1.67075","7gv","-0.59645","642q","-1.93546","-0.45737","-0.45832","1622","0.04815",".","f52a","562","-1.0105","364wg","0.12001","y78n","-0.57612","p5","3cz","9gc","96h","-2.05948","k64"
"535","tafsxnz","88wq4","0.61628","-1.28793","g1z","0.01607","ucl2","-0.4642","-0.58119"," ","9q41","-0.2681","-0.60544","ijkh","3o4","t","69345","1.18283","lue2","0.07324","8c","fwb","5p7","z0q","-0.53324","g05"
"536","sauzgcl","5lfe3","1.05047","1.19811","n","-1.04298","6z13","-0.38216","-0.20794","0.45173","rc01","1.15978","1.2862","bg9z","974","1.8209","717uj","-0.267","s52o","0.94164","wq","su1","k98","058","0.20342","k0h"
"537","mqvlkfi","42b99","-1.95135","-0.479","31u"," ","o1i5","-0.73431","0.96149","0.95978","25gq","-1.58662","-0.62446","85fq","h","-2.33992","ig0k8","-0.96794","ui7n","-0.15243","x","429","74b","1za","p","6u4"
"538","enosyhg","6r9ac","0.15928","-0.10115","u8m","0.29163","y37x","-0.48951","1.40843","0.74522","5rg4","2.08202","0.28731","p8f9","2co","0.22904","qt03e","0.67519","es8g","-0.37861","k","j00","7tr","i8c","0.49927","2p6"
"539","mfnlash","498of","-0.10771"," ","x","t","o2yf","0.05917","0.48962","-0.02539","t560","0.25094","-1.44845","j","90r","-1.25669","475p0","r","4070","-0.64982","7i","o3r","56b","94d"," ","cx9"
"540","ezpgtxw","013c7","-2.41501","-0.21659","s84","0.80229","3z2i","-0.46561","-1.97132","0.79415","b6u6","-0.31328","0.8694","1z14","l9e","-1.09009","979rh","-2.08179","t6x4","-1.54571"," ","a6z","b6w","xyw","-0.92753","3ra"
"541","ojsfvcx","pb6t1","2.11768","1.40679","280","1.8034","yi2v","1.06868"," ","-0.1474","3235","0.48913","1.14235","a0kr","721","0.87854","z84g0","1.17207","3wf9","0.86322","5b","f7t","9c7"," ","0.0794","zac"
"542","fvxezpb",".","0.14021","-2.46786","3u5","-0.35826","j6vb","-0.8925","-0.73343","0.84941","2ljq","1.03535","-0.25359","6p10","l6m","0.18318","is7tv","-0.02301","hzm8","-1.30223","90","vx2","yp0","72j","0.80654","575"
"543","xerlnjf","3zjb8","-0.26081","0.08409","kr3","-0.63332","9xtp","0.57475","0.19982","-1.91782","t85w",".","0.22909","zo15","rp5","-1.48676","757fl","-0.55355","sv66","0.22688","7u","ah9","781","yd8","-1.00167","a82"
"544","icsflej",".","-1.2676","0.50896","h10","-0.26307","4312","-0.81906","0.03453","-1.66718","8749","0.12089","0.00215"," ","2j7","0.43837","ev262","-0.71936","54td","1.10053","a2","68q","8jm","n5i","-1.32491"," "
"545","qlfrish","685x1","0.5036","-0.9353","d0l","-1.10078","0r2i","-1.88092","-1.13774","-0.69417","42y4","-0.11086","0.51455","938p","x43","-0.86585","kmpaw","0.03712"," ","-0.12513","i1","j","8o7","880","-1.09279","6d1"
"546","ynogzuk","f35zw","-2.21061","-0.73205","5qs","-0.46128","112e","-0.68513","-0.32347","-2.46588","bmd0","i","-0.24385","q4vc","263","-1.49247","4i5cf","-1.05569","dh1j","-0.37584","9d","fgm","645","c3s","-1.67557","ix2"
"547","azodxre","ay839","-1.39802","0.08771","f0e","-1.35477","k6pw","0.58354","-0.62056","0.91565","6823",".","0.30713","26i9","661","-0.67516","a3680","0.23473","f3hm","-0.68657","hu","du3","b6q","429","-0.99424","0n3"
"548","iectqjf","6520o","1.43324","0.82979"," ","0.91335","x1q4","-0.01478","0.31901","-0.56695","trf4","1.11667","-0.3612","ybt4","sy4","1.72116","t04rv","0.98229","0z2a","1.26143","m0"," ","z2g","zyb",".","476"
"549","omxblwf","f28pn","0.65118","0.17497","rwy","0.39486","v871","0.29727","0.20473","1.15785",".","0.15178","0.18651","wl66","w9j","1.13532","r452m","-0.08011","6v3i","1.00064","00","6gn","91r","642","0.43072","9gq"
"550","anxzsky","d79e1","-1.71549","-1.02682","99g","1.0896","3d7h","-1.07432","1.12876","0.04642","v","-0.64543","-0.45902","64dq","9p8","0.70059","3w7eb","-0.23052","dpz8","-0.61172","77","sf0","aw8"," ","-1.42091","71s"
"551","ynwozcq","2pe9k","-0.21654","0.98719","w","1.43242","047e","1.8898","2.73005","0.26563","05q1","0.84251","2.03086","s64y","t","-0.46066","5au46","0.92576","047c","0.59112","82","nhs","ehm","2f3","0.13842","ohg"
"552","mtvnsji","3a2sb","-0.02945","0.58597","w49","0.35635","xgw8","1.77556","-0.46464","-1.53868","lna5","0.51545","-1.68516","q5xj","z06","-1.50649","k5q91","-0.34628","7567","0.59223","7x","1w1","v53","446","0.88105","."
"553","hljyiwp","gq17c","-0.35847","0.91746","e5y","0.78269","g7e5","-0.25011","0.14832"," ","696w","0.92999","0.78777","2701","o53","0.90207","9j7z4","0.54573","8f0q","0.48649","86","84n","m","993","-0.81282","00d"
"554","lkbpmrc","3v9ai","2.07249","-0.32132","049"," ","m264","0.90524","0.69487","-0.44697","9oc5","0.25959",".","h","9cb","0.8595","13x2j","0.91413","v531","0.10182","65","480","66z","hi9","1.10726","130"
"555","fbkurgn","8n64b","-1.25642","-0.57619","nq8","-0.72888","109e","-0.25655","-0.81728","0.6372","gb5x","1.12078","-0.09506","bmr8","n6j","-1.18649","p8u1y","-1.22817","c5yh","0.60714","e","182","0be","krn","0.00548","0n7"
"556","kbqgmhl","97hq8","-0.28593","1.27798","z64","-0.63037","z4j0","1.14453","0.26886","0.79382","3gsq","-0.36592","-0.05998","7jtv","2b0","0.91101","9l4gn","-1.00918","l7je","-0.04041","p6","m85","71y","t20","0.26815","q96"
"557","subofwh","58baq","-0.4424","0.71671","g9m","-0.89436","d175","-0.63356","-0.07367","0.5339","ipu0","1.6676","-0.36968","7a82","use","0.99138","7xuci","1.12188","i105","0.65603","o9","hy9","432","hin","-0.73099","g46"
"558","gzmjqbd","0hy57","0.39158","-0.80075","v83","1.61913","r04p","-0.47626","-0.3161","0.27355","npe7","-0.06672","1.04255","bh04","85w","-0.20672","6ea2k","-0.09895","0vjb","1.94332","d3","0nr","442","8vd","-1.12442","t6y"
"559","uxclrkh","454yn","0.04312","-2.32389","1as","g","oar1","-0.40212","-1.04228","y"," ","-1.29797","0.1073","3v4l","e7s","-0.53149","1bql1","0.46862","69vy","-1.76728","j5","878","5ea","k6a","-1.57915","9yv"
"560","gtwvfzy","731ra","0.89458","2.49444","473","0.62922","c31e","2.13279","2.14969","-1.05782","ex76","1.35488","2.45935","914v","983"," ","j6394","1.22719","4wc7","0.01137","8h","1f3","qx5","414"," ","053"
"561","mkdswyi","3r6l0","0.27774","-0.7512","75h","-0.03551","65qk","0.37086"," ","0.61072","w842","-1.04786","-0.50492","tqb7","49u","-0.34774","0768p","-0.25331","i3cv","1.4898","13","0u8","83b","6bw","-1.476","nk5"
"562","myhgbdw","iapjd","0.39903","0.39722","5k5","0.96476","f9y0","2.16572","1.75683","0.73158","bq8c","-0.47622","-0.95575","0s84","ntr","-0.54412","52797","1.19735","7iz2","-0.69066","74","6g2","76g","b7n","0.69594","0go"
"563","hgdfryt","02iz9","-1.55117","-1.70352","z90","-0.49642","388j","-2.40824","-2.12976","-2.71484","0338","-1.78851","-0.66383",".","pvo","-0.85545","2j5w2","-0.66765","ke48","-0.00519","yj","7w9","549","ok9","-1.67987","il3"
"564","yjvxftd","sx037","0.22403","1.04271","7jr","0.69178","mq2v","0.06706","-1.47948","-0.14692","1a08",".","0.33095","850a","n2r"," ","tp52h","-0.12025","kri0"," ","0c","iq9","116","fb6","1.84195","s82"
"565","bhgmqly","5x6ld","-0.25031","-0.01557","26u","-1.51453","5fqn","-2.21472","-1.72982","-1.81827","500c"," ","0.1226","6008","1ti","-0.7957","t1938","-1.88263","43m9","0.45869","n","02r","4vd","ml2","-0.51112","6nx"
"566","qzpserd","5id6c","-0.24879","-0.00267","9md","0.14065","1204","-1.48481","-0.38149","-1.10664","4kl4","-0.64925","-1.16941","brn9","411","-0.24301","5nuj7","0.20748","lgo3","-0.22864","cx","x43","nel","622","-0.85084","11d"
"567","xcmysdp","4k5dp","1.07438","2.23887","k2r","2.37618","j28z","1.71823","0.60792","-1.00694","z6fa","0.69012","1.28202","fzn5","tz5","1.3806","ch5f1","2.37428","a97y","0.60188","4l","l","tp9","r55","1.17686","n2c"
"568","baesnxl"," ","0.56884","-0.22921","2l0","-1.64699","1963","0.45383","-0.26642","0.60808","744g","0.09359","-0.17243","wxa2","d9g","-0.01003","704c2","-0.19948","600s","-0.3005","36","p0l","b96","k71","-1.05997"," "
"569","dltponz","9tls0","-0.97844","0.02057","dax","0.33729","2cib","0.05749","-1.32974","-0.40197","b7t8","-1.94325","-0.88482","0mz8","61i","-0.54618","84qp7","-0.77626","1v86","-0.99904","18","r7z","zf8","1fg","0.682","a23"
"570","mgxjnry","y4d0p","0.58982","-0.46905","239","0.36718","46ci","1.49879","0.71133","-0.69646","9z1f","0.56952","0.04787","b715","x7a","-0.26047","w05lr","-0.33597","o22k","0.87371","30","6b7","972","2b2","-0.85596","z5m"
"571","vwjmnpg","cjbly","0.54663","1.56524","cpy","3.02273"," ","1.20305","2.03042","0.42954","mt2l","0.87537","0.28084","oq6v","jq2","2.02283","d6u82","1.79343","r24v","0.79858","38","9g1","d5t","1j5","-0.8487","n30"
